Campaign_ID,Clicks,Conversions,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,Date,Impressions,CTR,CPC,CPA,ROAS
C5460,1025,166,Facebook,Text,55+,Male,Europe,27888,4860.0,2024-05-18,6025,0.17012448132780084,4.741463414634146,29.27710843373494,5.738271604938272
C5405,228,142,Instagram,Carousel,18-24,Female,North America,13774,3850.9,2024-11-07,5146,0.04430625728721337,16.889912280701754,27.119014084507043,3.5768261964735517
C7002,1321,627,Facebook,Video,35-44,Female,Asia,100947,8330.4,2024-05-16,2688,0.4914434523809524,6.306131718395155,13.286124401913876,12.117905502736964
C8749,448,233,YouTube,Video,25-34,Male,Africa,15145,4320.0,2024-09-09,8145,0.05500306936771025,9.642857142857142,18.540772532188843,3.505787037037037
C1159,1240,648,YouTube,Text,18-24,Female,Africa,31104,7404.8,2024-10-20,5746,0.21580229725026104,5.9716129032258065,11.427160493827161,4.200518582541054
C3330,1364,1323,Facebook,Text,45-54,Male,Asia,218295,5340.0,2024-09-01,9247,0.14750729966475615,3.9149560117302054,4.036281179138322,40.87921348314607
C3773,401,322,LinkedIn,Video,45-54,Female,Asia,13524,10227.0,2024-05-17,9852,0.040702395452699956,25.503740648379054,31.76086956521739,1.322381930184805
C7803,775,245,LinkedIn,Video,35-44,Other,Europe,37240,2979.5,2024-09-01,4251,0.1823100446953658,3.8445161290322583,12.161224489795918,12.498741399563686
C2258,1936,1503,Google,Video,35-44,Male,Europe,129258,9069.5,2025-01-12,4597,0.4211442244942354,4.684659090909091,6.034264803725882,14.251943326533988
C6999,1824,898,YouTube,Image,45-54,Other,Europe,124822,5184.0,2024-09-13,2087,0.873981792045999,2.8421052631578947,5.7728285077951,24.078317901234566
C4133,1142,858,LinkedIn,Image,35-44,Other,North America,94380,2907.0,2025-01-29,8446,0.13521193464361828,2.54553415061296,3.388111888111888,32.46646026831785
C4395,228,131,YouTube,Video,45-54,Other,Africa,9694,8948.6,2024-06-22,8769,0.026000684228532328,39.24824561403509,68.30992366412214,1.0832979460474264
C5301,976,225,Facebook,Carousel,25-34,Male,North America,43200,4420.0,2024-08-26,3019,0.32328585624378936,4.528688524590164,19.644444444444446,9.773755656108598
C8608,1419,1356,YouTube,Carousel,25-34,Other,Asia,178992,4356.9,2024-10-07,6812,0.20830886670581328,3.0704016913319236,3.2130530973451323,41.0824209873993
C2080,555,21,Instagram,Image,55+,Other,Africa,1953,9869.6,2024-10-22,3128,0.17742966751918157,17.783063063063064,469.9809523809524,0.1978803598930048
C4466,1477,1001,LinkedIn,Image,18-24,Male,Africa,87087,6844.2,2024-05-13,3814,0.38725747246984793,4.63385240352065,6.837362637362637,12.72420443587271
C5467,1227,500,Google,Carousel,45-54,Male,Asia,24500,2404.5,2024-05-20,7196,0.17051139521956643,1.9596577017114913,4.809,10.189228529839884
C8284,1494,749,Google,Image,25-34,Female,Europe,131075,9860.0,2024-02-11,7334,0.20370875374965913,6.599732262382865,13.164218958611482,13.293610547667344
C4909,1580,30,LinkedIn,Text,25-34,Male,South America,2490,7795.2,2024-04-07,4585,0.3446019629225736,4.933670886075949,259.84,0.3194273399014778
C6513,1788,1196,YouTube,Text,35-44,Other,Europe,232024,5686.3,2024-12-15,9249,0.19331819656179047,3.1802572706935126,4.7544314381270905,40.804037775003074
C7199,1888,723,Google,Carousel,45-54,Male,Africa,73746,6260.5,2024-04-19,6735,0.28032665181885674,3.3159427966101696,8.659059474412171,11.779570321859277
C5781,999,417,LinkedIn,Image,55+,Female,North America,80481,4981.6,2024-12-30,4148,0.24083895853423337,4.986586586586587,11.946282973621104,16.15565280231251
C4414,1629,321,Google,Text,45-54,Male,Asia,40446,8384.4,2024-03-17,1569,1.0382409177820269,5.146961325966851,26.119626168224297,4.8239587805925295
C8092,689,576,YouTube,Image,55+,Other,North America,46080,4137.6,2025-01-07,5809,0.1186090549147874,6.005224963715531,7.183333333333334,11.1368909512761
C3515,1876,1474,Facebook,Video,45-54,Other,Europe,241736,4029.9,2024-07-15,5063,0.37053130555006913,2.148134328358209,2.733989145183175,59.985607583314724
C1302,952,610,LinkedIn,Image,18-24,Other,Europe,97600,8080.0,2024-06-30,3105,0.3066022544283414,8.487394957983193,13.245901639344263,12.07920792079208
C3038,844,65,Instagram,Video,18-24,Male,Africa,10855,8351.7,2024-08-09,7992,0.10560560560560561,9.895379146919431,128.48769230769233,1.299735383215393
C1172,1347,320,LinkedIn,Carousel,35-44,Male,Asia,29760,9368.8,2024-05-23,4511,0.2986034138771891,6.955308092056421,29.277499999999996,3.176500725813338
C4068,546,312,LinkedIn,Carousel,25-34,Male,South America,19344,3420.0,2024-07-14,9512,0.05740117746005046,6.263736263736264,10.961538461538462,5.656140350877193
C9608,1676,251,LinkedIn,Image,45-54,Other,South America,47188,2989.6,2024-09-02,8401,0.1995000595167242,1.7837708830548926,11.910756972111553,15.784051378110785
C5732,673,657,YouTube,Text,25-34,Male,Africa,30879,2851.8,2024-06-02,3527,0.19081372271051886,4.237444279346211,4.340639269406393,10.827898169577109
C3443,1857,1752,Facebook,Video,45-54,Male,South America,129648,9114.0,2024-11-10,5115,0.363049853372434,4.907915993537965,5.2020547945205475,14.225148123765635
C5953,1338,877,Facebook,Image,35-44,Other,Asia,31572,9360.0,2024-09-03,5311,0.2519299566936547,6.995515695067264,10.672748004561003,3.373076923076923
C6631,1915,1209,Google,Image,45-54,Other,Europe,163215,9033.6,2024-03-17,9011,0.21251803351459328,4.717284595300261,7.47196029776675,18.067547821466523
C7633,1192,681,Facebook,Image,45-54,Female,South America,82401,2793.0,2024-08-23,6205,0.19210314262691378,2.3431208053691277,4.101321585903084,29.502685284640172
C5159,724,114,Instagram,Video,18-24,Male,North America,14250,4567.5,2024-03-17,7669,0.0944060503325075,6.308701657458563,40.06578947368421,3.1198686371100166
C9450,1937,847,LinkedIn,Text,18-24,Other,South America,69454,3118.5,2024-09-27,8378,0.2312007639054667,1.609963861641714,3.6818181818181817,22.271604938271604
C3621,905,369,LinkedIn,Video,25-34,Other,North America,46125,6303.6,2024-10-31,8969,0.10090311071468391,6.965303867403315,17.082926829268295,7.31724728726442
C3313,857,509,Instagram,Carousel,45-54,Other,Africa,86530,5252.8,2024-07-26,1159,0.7394305435720449,6.12928821470245,10.319842829076622,16.473119098385624
C2304,1321,787,Facebook,Video,55+,Female,North America,110180,8463.8,2024-04-02,5721,0.23090368816640447,6.407115821347464,10.754510800508259,13.017793426120656
C1496,314,238,Instagram,Video,35-44,Other,North America,21420,3692.4,2024-04-13,8463,0.037102682263972585,11.75923566878981,15.514285714285714,5.801104972375691
C5301,1562,1366,Instagram,Video,55+,Male,South America,132502,7973.4,2024-07-28,6422,0.24322640921831204,5.10460947503201,5.837042459736456,16.618004866180048
C6000,692,553,Instagram,Carousel,18-24,Female,North America,74102,7236.2,2024-05-30,9466,0.07310373969997887,10.456936416184972,13.085352622061482,10.240457698792184
C4513,1083,672,Google,Text,35-44,Female,Africa,60480,2360.8,2024-05-18,3008,0.36003989361702127,2.1798707294552173,3.5130952380952385,25.618434429007113
C9316,1707,1675,YouTube,Video,35-44,Female,Africa,108875,4139.2,2024-12-01,3202,0.533104309806371,2.424838898652607,2.4711641791044774,26.303391959798997
C9282,386,28,Instagram,Carousel,55+,Female,Asia,1736,4220.0,2024-02-22,3672,0.105119825708061,10.932642487046632,150.71428571428572,0.41137440758293836
C2129,428,47,LinkedIn,Video,55+,Female,Asia,6486,2054.4,2024-04-02,2010,0.21293532338308457,4.8,43.71063829787234,3.157126168224299
C8897,1546,339,YouTube,Text,45-54,Other,South America,18645,2514.6,2024-02-17,7911,0.19542409303501454,1.6265200517464424,7.417699115044248,7.414698162729659
C6985,1175,124,Facebook,Image,45-54,Other,Africa,12648,4760.0,2025-01-18,7103,0.1654230606785865,4.051063829787234,38.38709677419355,2.657142857142857
C9929,781,391,Google,Text,25-34,Other,Europe,15640,9352.6,2024-03-31,9330,0.08370846730975348,11.97516005121639,23.919693094629157,1.6722622586232705
C7271,1989,121,Facebook,Carousel,45-54,Other,Asia,12705,6854.4,2024-08-17,1733,1.1477207155222158,3.446153846153846,56.647933884297515,1.8535539215686276
C1337,274,67,Google,Image,25-34,Female,Asia,5360,3783.0,2025-01-03,4832,0.05670529801324503,13.806569343065693,56.46268656716418,1.4168649220195613
C7277,822,685,Instagram,Carousel,35-44,Other,Europe,56855,2220.0,2024-02-20,7646,0.1075071933036882,2.7007299270072993,3.240875912408759,25.61036036036036
C4867,1692,1002,Facebook,Image,55+,Other,South America,190380,7890.0,2024-11-13,6983,0.24230273521409137,4.663120567375887,7.874251497005988,24.129277566539923
C1530,1784,1495,YouTube,Carousel,25-34,Male,North America,198835,8466.0,2024-10-12,9459,0.18860344645311344,4.745515695067264,5.662876254180602,23.486298133711315
C3244,1076,1055,Facebook,Image,18-24,Male,South America,200450,8720.0,2024-11-12,3561,0.30216231395675375,8.104089219330856,8.265402843601896,22.987385321100916
C9116,1937,1264,YouTube,Video,18-24,Female,Africa,44240,7168.8,2024-11-29,6647,0.291409658492553,3.7009808982963346,5.671518987341773,6.171186251534427
C4858,811,471,Google,Text,55+,Male,South America,44745,8353.3,2025-01-25,2786,0.29109834888729363,10.299999999999999,17.73524416135881,5.356565668657896
C9627,1466,264,YouTube,Text,18-24,Other,South America,12144,7089.0,2024-04-06,6164,0.23783257624918883,4.835607094133697,26.852272727272727,1.713076597545493
C4595,1797,1135,Google,Text,55+,Male,South America,143010,4403.8,2024-10-11,7643,0.2351171006149418,2.450639955481358,3.8800000000000003,32.47422680412371
C3279,567,553,Google,Image,45-54,Other,Europe,48664,6983.4,2024-06-29,4801,0.11810039575088523,12.316402116402116,12.628209764918624,6.96852536013976
C4107,182,130,LinkedIn,Carousel,25-34,Female,Europe,12480,8665.8,2024-07-23,5687,0.032002813434148056,47.61428571428571,66.66,1.4401440144014404
C5074,146,88,Instagram,Text,25-34,Male,Europe,15312,4019.4,2024-10-20,5122,0.028504490433424443,27.530136986301372,45.675000000000004,3.8095238095238093
C9572,1995,1469,Google,Carousel,45-54,Female,Asia,89609,8671.8,2024-09-19,4963,0.4019746121297602,4.346766917293233,5.903199455411844,10.333379459858392
C5777,543,384,Google,Carousel,35-44,Male,South America,15360,3584.4,2024-04-18,4170,0.1302158273381295,6.6011049723756905,9.334375,4.285236022765316
C3335,1072,496,LinkedIn,Image,18-24,Other,Africa,86304,4661.4,2025-01-18,8474,0.1265046023129573,4.348320895522388,9.39798387096774,18.514609344832028
C8084,734,279,LinkedIn,Text,18-24,Other,Europe,11997,9212.0,2024-02-14,1401,0.5239114917915775,12.550408719346049,33.017921146953405,1.3023230568823274
C6713,1051,709,Google,Text,18-24,Male,South America,128329,8143.2,2024-05-09,9494,0.11070149568148305,7.748049476688868,11.485472496473907,15.759038215934767
C9375,1883,202,Facebook,Text,18-24,Male,Africa,10908,4559.0,2025-01-03,7137,0.2638363458035589,2.4211364843335104,22.56930693069307,2.392629962711121
C7232,1766,17,Google,Video,25-34,Other,South America,765,4578.0,2024-09-19,5354,0.32984684348150917,2.5922989807474517,269.29411764705884,0.16710353866317168
C7210,310,203,LinkedIn,Video,55+,Male,Europe,8323,7958.8,2024-10-14,6843,0.04530176823030834,25.673548387096776,39.20591133004926,1.0457606674373021
C9495,841,506,Google,Image,25-34,Other,Europe,34408,5713.3,2024-06-07,4858,0.17311650885137916,6.79346016646849,11.291106719367589,6.022438870705196
C4588,1001,366,YouTube,Text,25-34,Female,Africa,49410,3556.8,2024-07-14,6740,0.14851632047477745,3.5532467532467535,9.718032786885246,13.891700404858298
C5788,465,121,Facebook,Carousel,18-24,Female,Europe,22506,7604.8,2024-04-02,2385,0.1949685534591195,16.35440860215054,62.8495867768595,2.9594466652640437
C1941,50,37,YouTube,Image,55+,Female,South America,5476,5302.5,2024-12-06,8196,0.0061005368472425575,106.05,143.3108108108108,1.0327204148986326
C8697,1432,584,YouTube,Text,35-44,Female,Europe,89936,3243.8,2024-08-08,5420,0.26420664206642064,2.265223463687151,5.55445205479452,27.725507121277513
C6716,1303,941,LinkedIn,Image,18-24,Female,Asia,122330,8388.5,2024-10-12,8973,0.1452134180318734,6.4378357636224095,8.914452709883102,14.583060141860882
C4176,1362,111,Google,Carousel,55+,Female,North America,14208,5979.2,2024-09-25,4486,0.3036112349531877,4.390014684287812,53.86666666666667,2.376237623762376
C9240,1253,865,Facebook,Carousel,35-44,Other,South America,55360,2747.2,2024-11-20,5038,0.24870980547836444,2.1924980047885074,3.1759537572254333,20.151426907396623
C5548,1466,850,YouTube,Image,45-54,Male,North America,117300,3562.5,2024-09-01,8939,0.16400044747734646,2.430081855388813,4.1911764705882355,32.92631578947368
C7090,654,511,Instagram,Video,35-44,Female,Africa,57232,3239.8,2024-07-07,2979,0.21953675730110775,4.9538226299694195,6.340117416829746,17.66528798073955
C2877,1877,1476,LinkedIn,Image,18-24,Female,South America,123984,9651.2,2024-05-10,1561,1.202434336963485,5.141822056473096,6.538753387533876,12.846485411140582
C1768,660,21,Google,Text,45-54,Female,Europe,3150,2071.0,2025-01-21,1995,0.3308270676691729,3.1378787878787877,98.61904761904762,1.5210043457267022
C3904,1907,844,Google,Carousel,35-44,Female,Europe,59080,7310.0,2024-06-05,1641,1.1620962827544181,3.8332459360251705,8.661137440758294,8.082079343365253
C6315,441,335,YouTube,Video,55+,Male,Asia,61975,9063.0,2024-10-21,4757,0.09270548665125079,20.551020408163264,27.053731343283584,6.838243407260289
C1205,809,105,Facebook,Video,35-44,Female,South America,10080,2131.5,2024-03-15,9794,0.08260159281192567,2.634734239802225,20.3,4.729064039408867
C3516,1264,734,LinkedIn,Video,35-44,Other,South America,27892,8303.0,2024-09-06,8175,0.15461773700305811,6.568829113924051,11.311989100817438,3.3592677345537756
C2591,452,257,Facebook,Carousel,18-24,Female,North America,29041,10468.5,2025-01-07,5361,0.08431262824099982,23.160398230088497,40.733463035019454,2.7741319195682284
C6317,545,421,Instagram,Carousel,55+,Male,Africa,72833,7931.0,2024-04-21,8692,0.06270133456051542,14.55229357798165,18.838479809976246,9.183331231874922
C4872,1790,806,Google,Image,18-24,Female,Asia,108004,8197.2,2024-08-26,5089,0.3517390449990175,4.5794413407821235,10.170223325062036,13.175718538037378
C4193,689,584,Google,Text,18-24,Female,Africa,30952,6364.8,2024-09-22,4439,0.15521513854471727,9.237735849056603,10.898630136986302,4.862996480643539
C6242,1005,199,Instagram,Text,18-24,Other,Europe,20099,9170.0,2024-12-29,5491,0.183026771079949,9.124378109452737,46.08040201005025,2.1918211559432934
C7151,1964,1432,Instagram,Image,18-24,Female,North America,111696,9790.0,2024-09-27,6886,0.28521638106302644,4.984725050916497,6.83659217877095,11.409193054136875
C2982,1143,750,YouTube,Image,45-54,Male,Asia,30750,5332.8,2024-11-01,1016,1.125,4.665616797900262,7.1104,5.766201620162016
C4697,302,15,Instagram,Image,45-54,Female,South America,1845,4374.7,2024-07-03,6452,0.046807191568505886,14.485761589403973,291.64666666666665,0.4217432052483599
C8156,279,77,LinkedIn,Text,35-44,Female,Asia,8624,5418.0,2024-03-27,9721,0.028700750951548195,19.419354838709676,70.36363636363636,1.5917312661498708
C1670,868,173,Facebook,Text,35-44,Female,Africa,21625,4630.8,2024-10-20,3674,0.236254763200871,5.3350230414746544,26.76763005780347,4.6698194696380755
C5090,1838,1607,LinkedIn,Text,25-34,Male,Europe,136595,6706.4,2024-04-26,1661,1.1065623118603252,3.6487486398258975,4.173242065961419,20.36785756888942
C2853,914,840,LinkedIn,Text,25-34,Female,Europe,47880,3708.0,2024-12-21,1573,0.5810553083280356,4.0568927789934355,4.414285714285715,12.912621359223301
C1814,274,182,Google,Carousel,45-54,Male,North America,20202,7276.5,2024-03-15,3047,0.0899245159172957,26.556569343065693,39.98076923076923,2.7763347763347763
C4964,65,44,Google,Video,18-24,Male,South America,3608,6279.5,2024-06-11,4166,0.015602496399423908,96.6076923076923,142.7159090909091,0.5745680388565969
C2710,1620,398,Google,Carousel,55+,Female,Africa,11940,2358.7,2024-04-29,2875,0.5634782608695652,1.4559876543209875,5.926381909547739,5.062110484588969
C9612,384,219,YouTube,Video,55+,Female,Asia,41610,8927.8,2024-05-30,5714,0.0672033601680084,23.249479166666664,40.7662100456621,4.660722686440109
C8303,286,92,Instagram,Carousel,55+,Male,Europe,13708,2203.2,2024-07-24,9166,0.031202269255945887,7.703496503496503,23.94782608695652,6.221859114015977
C6328,349,49,YouTube,Carousel,55+,Male,Asia,1519,9467.2,2024-08-17,4194,0.0832141154029566,27.126647564469916,193.20816326530613,0.1604487071150921
C6573,1978,406,Facebook,Image,45-54,Female,North America,78764,5585.3,2024-02-14,8474,0.23341987255133348,2.8237108190091003,13.756896551724138,14.10201779671638
C6368,348,159,YouTube,Image,45-54,Male,Africa,26871,4702.5,2024-02-26,3018,0.11530815109343936,13.512931034482758,29.57547169811321,5.7141945773524725
C1247,994,530,Facebook,Text,55+,Other,North America,65720,2172.6,2024-04-23,2051,0.48464163822525597,2.1857142857142855,4.099245283018868,30.249470680290898
C3761,595,96,Google,Carousel,45-54,Male,South America,4512,3831.3,2024-06-26,2029,0.2932479053721045,6.439159663865547,39.909375000000004,1.1776681544123404
C1521,1373,1233,YouTube,Video,55+,Other,Europe,38223,4103.1,2024-02-17,8371,0.16401863576633616,2.9884195193008014,3.3277372262773723,9.315639394604078
C1850,1272,1226,Facebook,Carousel,55+,Other,South America,197386,8119.2,2025-01-04,7416,0.1715210355987055,6.3830188679245285,6.622512234910277,24.311015863631887
C5759,620,383,Google,Image,55+,Female,South America,39832,4253.6,2024-03-07,5854,0.1059104885548343,6.860645161290323,11.106005221932115,9.364303178484107
C2505,1711,1351,LinkedIn,Text,45-54,Male,South America,171577,3508.4,2025-01-05,9677,0.17681099514312287,2.0504967855055525,2.5968911917098447,48.90462889066241
C9439,1888,143,Facebook,Image,18-24,Female,Africa,27885,5834.4,2024-04-10,7228,0.2612064194798008,3.090254237288135,40.8,4.779411764705882
C4071,657,136,Facebook,Carousel,18-24,Other,Europe,24072,7696.0,2024-08-15,6663,0.09860423232778028,11.713850837138509,56.588235294117645,3.127858627858628
C2402,1534,1258,LinkedIn,Video,18-24,Other,Asia,206312,3523.2,2024-11-08,7771,0.1974005919444087,2.296740547588005,2.8006359300476946,58.55812897366031
C3257,231,83,Google,Video,55+,Other,North America,5146,5061.0,2025-01-16,9705,0.023802163833075735,21.90909090909091,60.975903614457835,1.0167950997826516
C4315,395,239,Instagram,Image,55+,Other,Europe,35372,8956.8,2025-01-26,7640,0.05170157068062827,22.67544303797468,37.47615062761506,3.9491782779564133
C1412,493,415,Instagram,Carousel,25-34,Other,Asia,41915,3192.8,2024-02-22,2508,0.19657097288676237,6.476267748478702,7.693493975903615,13.127975444750689
